EmployeeID,Age,Satisfaction_Score,Performance_Score,Tenure,Commute_Distance,Last_Promotion,Decision_to_Leave,Gender_Male,Ethnicity_Asian,Ethnicity_Caucasian,Ethnicity_Hispanic,Ethnicity_Indigenous,Ethnicity_Other
E1458,42,1,1,118,87,41,1,0,0,0,0,0,0
E1459,29,2,2,234,90,47,1,1,0,1,0,0,0
E1460,24,8,6,73,6,19,0,0,0,0,0,1,0
E1461,55,1,10,26,70,36,1,1,1,0,0,0,0
E1462,53,8,5,148,44,44,1,1,0,0,0,0,0
E1463,50,7,9,192,72,17,0,1,0,1,0,0,0
E1464,29,8,5,104,24,16,1,0,0,0,0,0,1
E1465,38,6,2,10,86,8,1,1,0,0,1,0,0
E1466,51,9,10,211,19,13,1,0,1,0,0,0,0
E1467,20,3,4,67,18,48,1,0,0,0,0,0,0
E1468,24,10,9,152,95,28,1,1,0,0,0,1,0
E1469,64,4,1,5,30,30,1,1,0,1,0,0,0
E1470,23,6,1,195,42,3,1,1,0,0,0,0,0
E1471,35,8,7,186,33,17,1,0,0,0,0,1,0
E1472,43,5,3,27,74,58,1,1,0,0,0,0,0
E1473,35,3,10,208,12,19,0,0,1,0,0,0,0
E1474,21,6,2,113,94,55,1,0,1,0,0,0,0
E1475,47,4,9,15,27,55,1,1,1,0,0,0,0
E1476,51,9,3,163,39,46,0,1,0,0,0,0,1
E1477,46,3,2,204,9,42,1,0,0,0,0,0,1
E1478,39,4,8,105,21,43,1,0,0,1,0,0,0
E1479,43,7,10,181,76,8,1,0,1,0,0,0,0
E1480,31,7,6,44,29,12,0,1,0,0,0,1,0
E1481,54,4,6,26,33,14,1,0,0,0,0,0,0
E1482,52,6,10,175,62,26,1,1,0,0,1,0,0
E1483,52,3,7,162,15,14,0,0,0,0,0,1,0
E1484,62,6,7,215,2,27,1,0,0,0,0,0,1
E1485,56,2,6,95,52,36,1,1,0,0,0,0,1
E1486,31,8,4,178,44,54,1,0,0,0,0,1,0
E1487,22,2,9,84,54,18,1,1,0,0,0,0,1
E1488,20,7,6,140,18,25,1,1,1,0,0,0,0
E1489,52,9,4,215,3,51,1,0,0,1,0,0,0
E1490,59,1,3,132,7,25,1,1,0,0,0,0,0
E1491,29,8,4,87,43,24,0,1,0,1,0,0,0
E1492,62,7,3,176,82,25,0,0,0,0,0,0,0
E1493,63,6,2,183,38,25,1,1,0,0,0,0,0
E1494,48,6,5,112,37,45,0,1,0,1,0,0,0
E1495,32,6,2,129,58,27,0,1,0,0,0,1,0
E1496,31,9,6,89,33,48,1,0,0,0,0,0,0
E1497,50,2,3,66,59,17,1,1,0,1,0,0,0
E1498,21,1,6,158,95,31,0,0,0,0,0,0,0
E1499,54,6,10,131,11,52,1,0,0,0,1,0,0
E1500,42,10,9,122,68,2,1,1,0,0,0,1,0
E1501,36,8,1,149,82,1,1,1,1,0,0,0,0
E1502,45,3,6,217,68,32,1,1,0,0,0,0,0
E1503,27,10,9,84,98,41,0,0,0,0,1,0,0
E1504,48,1,4,177,93,18,1,1,1,0,0,0,0
E1505,45,9,2,116,88,16,1,1,1,0,0,0,0
E1506,29,1,4,214,22,43,1,1,0,0,0,0,0
E1507,45,3,1,213,66,32,0,1,0,1,0,0,0
E1508,53,8,3,190,44,11,1,1,0,0,0,0,0
E1509,60,3,10,225,6,48,1,0,0,0,1,0,0
E1510,26,4,9,116,42,55,1,0,1,0,0,0,0
E1511,23,8,10,38,25,2,1,1,0,0,0,0,0
E1512,64,1,5,143,57,42,1,1,0,1,0,0,0
E1513,30,6,6,110,85,48,1,1,0,0,0,0,0
E1514,48,1,3,180,55,54,0,1,0,0,0,1,0
E1515,55,1,5,207,16,25,0,0,0,1,0,0,0
E1516,44,8,8,46,95,34,1,1,0,0,1,0,0
E1517,40,4,6,25,14,7,0,0,1,0,0,0,0
E1518,55,1,4,21,39,51,0,0,0,0,0,0,0
E1519,29,10,2,216,28,35,1,1,0,1,0,0,0
E1520,56,7,9,121,96,52,1,0,0,0,0,1,0
E1521,28,5,1,122,92,53,1,0,0,1,0,0,0
E1522,43,5,1,133,51,6,1,0,0,0,0,0,1
E1523,54,1,4,70,49,45,0,0,0,0,0,1,0
E1524,54,10,7,113,9,45,0,1,0,0,1,0,0
E1525,55,6,1,107,58,35,1,1,1,0,0,0,0
E1526,37,9,9,112,45,15,1,0,0,0,1,0,0
E1527,58,9,4,108,22,23,1,1,0,0,0,0,0
E1528,51,8,3,47,32,53,1,1,0,1,0,0,0
E1529,43,5,1,215,69,0,1,1,0,0,0,0,1
E1530,42,1,10,196,87,48,1,1,0,0,0,1,0
E1531,51,9,4,91,69,24,1,1,0,0,0,1,0
E1532,56,1,9,18,42,9,1,0,0,1,0,0,0
E1533,31,8,10,149,53,53,1,1,0,0,0,0,1
E1534,32,5,6,220,96,15,1,1,0,1,0,0,0
E1535,42,3,6,227,59,15,0,1,0,0,0,0,0
E1536,44,7,1,214,74,57,1,1,0,0,1,0,0
E1537,54,7,10,104,39,7,1,0,0,0,0,1,0
E1538,60,9,2,151,15,28,1,0,0,0,0,0,0
E1539,49,7,6,192,71,38,1,0,0,0,1,0,0
E1540,36,3,2,195,29,27,1,0,0,0,0,0,0
E1541,39,1,3,40,3,5,1,1,0,0,0,0,1
E1542,44,8,4,138,83,15,1,0,0,0,0,1,0
E1543,41,3,5,89,10,19,1,1,0,1,0,0,0
E1544,32,8,9,180,92,15,1,1,0,1,0,0,0
E1545,38,8,4,200,29,6,1,1,0,0,1,0,0
E1546,55,5,9,203,79,40,0,1,1,0,0,0,0
E1547,31,1,10,61,35,13,0,1,0,0,0,0,1
E1548,60,10,3,192,6,42,1,0,0,0,1,0,0
E1549,38,7,8,5,12,25,1,0,1,0,0,0,0
E1550,31,10,1,122,38,25,1,0,0,0,0,0,0
E1551,28,5,9,237,77,13,0,0,0,0,0,0,1
E1552,26,8,9,181,93,6,1,1,0,0,0,0,0
E1553,47,9,10,55,19,32,0,0,0,0,0,1,0
E1554,33,7,2,37,67,25,1,1,0,0,0,0,1
E1555,50,7,4,56,8,56,1,0,1,0,0,0,0
E1556,38,1,8,187,8,44,1,1,0,0,0,1,0
E1557,35,4,7,237,84,19,1,1,0,1,0,0,0
E1558,24,2,1,102,47,2,1,0,1,0,0,0,0
E1559,54,2,5,93,4,51,1,1,0,0,1,0,0
E1560,31,2,7,197,51,3,1,1,0,1,0,0,0
E1561,44,4,4,73,85,25,1,0,0,1,0,0,0
E1562,40,1,1,59,67,10,1,1,0,0,1,0,0
E1563,55,4,9,2,45,1,1,0,0,0,0,0,1
E1564,42,2,5,193,8,13,0,0,0,1,0,0,0
E1565,35,5,2,104,87,43,1,0,1,0,0,0,0
E1566,58,3,8,188,16,29,1,1,0,0,0,1,0
E1567,64,8,2,51,77,48,0,1,0,1,0,0,0
E1568,61,4,3,30,67,11,0,1,1,0,0,0,0
E1569,58,1,10,11,9,25,0,0,0,0,0,0,0
E1570,33,1,1,220,60,43,0,1,1,0,0,0,0
E1571,50,10,2,108,78,32,0,0,0,0,0,1,0
E1572,24,3,7,76,77,12,1,0,1,0,0,0,0
E1573,54,9,10,167,71,13,0,1,0,0,1,0,0
E1574,42,7,2,90,15,23,1,0,0,0,0,1,0
E1575,48,2,6,205,71,33,1,1,0,0,0,0,1
E1576,62,9,3,123,98,43,1,1,0,0,0,0,0
E1577,30,10,4,200,41,25,1,1,0,0,1,0,0
E1578,37,2,8,191,22,20,1,1,0,0,0,0,1
E1579,31,3,3,192,24,27,1,1,1,0,0,0,0
E1580,28,10,10,189,44,47,1,0,0,0,0,1,0
E1581,29,2,6,125,1,35,1,0,0,0,0,0,0
E1582,63,3,1,182,10,39,1,0,0,0,1,0,0
E1583,36,6,7,220,80,1,1,1,0,0,0,0,1
E1584,57,9,8,122,72,41,1,1,0,0,0,0,1
E1585,26,9,8,94,56,8,1,1,0,0,0,0,0
E1586,32,7,3,201,89,22,0,0,1,0,0,0,0
E1587,59,3,10,103,50,14,1,1,0,0,0,0,0
E1588,61,4,1,223,12,12,1,0,0,0,0,0,1
E1589,28,6,9,186,89,22,0,0,0,1,0,0,0
E1590,46,5,6,213,81,16,0,1,0,0,1,0,0
E1591,21,2,9,184,60,47,0,1,0,0,0,0,0
E1592,24,6,7,239,26,59,0,0,0,0,0,0,1
E1593,48,3,1,162,78,1,1,1,1,0,0,0,0
E1594,56,8,1,31,41,19,1,0,0,0,0,0,1
E1595,57,2,6,52,36,19,1,1,1,0,0,0,0
E1596,38,1,5,89,23,58,0,1,0,0,0,0,0
E1597,27,9,9,76,43,45,1,0,1,0,0,0,0
E1598,64,3,2,129,6,2,1,1,0,0,0,1,0
E1599,20,1,8,183,69,54,1,0,0,0,0,1,0
E1600,41,7,5,22,43,11,0,1,0,0,0,1,0
E1601,36,10,2,40,25,39,1,0,0,1,0,0,0
E1602,26,5,10,101,18,1,0,0,0,0,0,0,0
E1603,44,5,6,111,62,35,1,1,0,0,0,0,1
E1604,64,1,10,129,13,13,1,0,0,0,0,0,1
E1605,23,9,8,65,43,15,0,1,0,1,0,0,0
E1606,55,7,4,191,78,18,0,1,1,0,0,0,0
E1607,25,8,2,234,28,33,1,1,0,1,0,0,0
E1608,50,9,5,182,18,43,0,0,1,0,0,0,0
E1609,38,6,2,170,59,45,0,0,1,0,0,0,0
E1610,63,5,2,149,60,5,1,1,0,0,1,0,0
E1611,58,6,6,79,63,12,1,1,0,0,0,0,1
E1612,46,2,10,209,57,35,1,0,0,0,0,1,0
E1613,29,4,9,22,92,21,0,1,1,0,0,0,0
E1614,45,3,4,166,51,17,0,1,0,0,1,0,0
E1615,38,7,6,99,56,11,1,0,0,0,0,0,1
E1616,58,9,7,237,27,51,1,1,0,0,0,1,0
E1617,22,5,6,208,32,58,1,0,1,0,0,0,0
E1618,64,6,8,8,9,53,0,1,1,0,0,0,0
E1619,32,10,4,190,96,29,1,0,0,1,0,0,0
E1620,47,2,1,175,84,52,1,1,0,1,0,0,0
E1621,39,3,7,17,92,50,1,1,0,0,0,0,1
E1622,47,3,3,17,97,39,1,0,0,0,0,1,0
E1623,27,9,6,90,68,6,0,1,1,0,0,0,0
E1624,60,7,2,141,46,31,0,0,0,0,0,0,1
E1625,58,8,9,145,98,47,0,1,0,0,0,0,1
E1626,20,10,1,166,67,18,0,0,0,0,0,0,0
E1627,22,9,6,81,26,5,0,0,0,1,0,0,0
E1628,32,6,6,78,8,19,1,0,0,0,0,1,0
E1629,47,4,5,173,6,26,1,0,1,0,0,0,0
E1630,44,1,5,6,80,52,0,1,0,0,0,0,1
E1631,52,8,1,163,24,42,1,1,1,0,0,0,0
E1632,57,7,10,110,48,36,0,0,0,0,0,0,0
E1633,25,2,5,14,94,47,1,0,0,0,0,1,0
E1634,63,8,2,239,45,6,1,0,0,0,0,0,1
E1635,64,5,7,72,13,58,1,1,1,0,0,0,0
E1636,51,7,3,189,69,4,0,1,0,1,0,0,0
E1637,64,4,4,143,25,10,1,1,0,0,0,0,0
E1638,40,5,3,54,20,14,1,1,0,0,0,1,0
E1639,35,8,3,27,82,2,1,0,0,0,0,0,0
E1640,40,1,4,13,82,57,1,0,0,1,0,0,0
E1641,30,1,5,159,66,4,1,0,0,0,0,1,0
E1642,56,4,1,163,74,22,0,1,0,0,0,0,0
E1643,55,3,4,60,45,52,0,1,0,0,1,0,0
E1644,54,10,8,6,47,36,1,1,0,1,0,0,0
E1645,38,2,10,197,63,8,0,0,0,1,0,0,0
E1646,39,3,7,214,76,14,1,0,0,1,0,0,0
E1647,37,1,9,58,77,2,1,1,0,0,1,0,0
E1648,60,1,5,49,55,28,1,0,0,0,1,0,0
E1649,33,6,10,151,75,5,0,1,1,0,0,0,0
E1650,34,5,4,217,19,16,1,1,0,0,0,0,1
E1651,50,8,8,162,35,25,1,0,0,0,0,0,0
E1652,20,2,9,26,53,20,0,1,1,0,0,0,0
E1653,22,4,7,47,26,7,1,0,0,0,0,0,0
E1654,35,8,7,5,14,20,1,1,0,0,0,0,1
E1655,42,6,5,218,45,56,1,0,0,0,1,0,0
E1656,30,1,4,20,44,10,1,0,0,0,0,0,1
E1657,31,4,10,134,88,37,0,0,0,0,1,0,0
E1658,29,1,1,198,65,7,0,1,0,0,0,0,1
E1659,51,2,10,59,51,41,1,1,1,0,0,0,0
E1660,35,5,10,192,43,23,1,0,0,0,0,1,0
E1661,27,8,7,146,86,34,1,0,1,0,0,0,0
E1662,57,8,1,132,23,54,1,1,0,0,0,0,0
E1663,31,3,1,17,56,13,0,1,1,0,0,0,0
E1664,43,4,5,14,19,54,1,1,0,1,0,0,0
E1665,47,10,9,206,82,13,0,0,0,0,0,0,0
E1666,27,6,6,13,76,9,0,1,0,0,0,0,1
E1667,47,10,3,135,55,11,1,1,0,0,0,0,0
E1668,55,3,3,128,92,37,1,0,0,0,0,1,0
E1669,45,2,7,44,92,43,1,1,0,0,1,0,0
E1670,27,6,6,119,60,54,1,1,0,0,0,0,1
E1671,47,5,9,143,59,45,1,1,0,0,0,0,0
E1672,47,10,6,19,33,33,1,0,0,0,0,0,1
E1673,56,5,5,63,19,40,0,0,0,0,0,0,1
E1674,60,10,10,235,28,9,1,0,0,0,0,0,1
E1675,55,5,7,239,52,57,1,0,0,0,1,0,0
E1676,46,10,1,236,49,16,0,0,1,0,0,0,0
E1677,36,5,7,163,37,16,1,0,0,0,0,0,1
E1678,28,3,3,81,26,2,1,0,0,1,0,0,0
E1679,52,7,9,163,99,30,1,1,0,0,0,1,0
E1680,39,6,6,147,98,50,1,1,0,0,1,0,0
E1681,32,4,9,148,99,0,1,0,0,0,0,0,0
E1682,47,2,5,100,40,11,1,1,0,0,1,0,0
E1683,48,9,7,163,80,38,0,1,0,0,0,0,0
E1684,32,1,4,160,38,3,1,0,0,0,1,0,0
E1685,54,4,7,122,77,41,0,1,0,0,0,0,0
E1686,25,1,1,176,87,12,1,1,0,0,0,0,1
E1687,37,6,7,44,54,33,1,1,1,0,0,0,0
E1688,24,4,8,104,22,41,1,1,0,0,0,0,0
E1689,44,5,5,152,16,20,1,1,0,0,0,0,0
E1690,21,5,2,61,28,21,1,0,0,1,0,0,0
E1691,29,9,5,125,35,56,1,0,0,0,0,0,0
E1692,49,1,6,145,60,3,1,0,0,1,0,0,0
E1693,64,2,2,71,45,17,1,1,0,0,0,1,0
E1694,24,6,6,107,46,4,1,0,0,0,0,0,1
E1695,52,5,6,50,72,18,1,1,0,1,0,0,0
E1696,20,7,1,65,55,1,0,1,1,0,0,0,0
E1697,37,3,1,99,86,11,0,1,0,0,0,0,1
E1698,51,3,10,32,85,16,0,1,0,1,0,0,0
E1699,30,10,3,164,26,9,1,0,0,0,0,0,1
E1700,40,2,10,141,85,33,1,0,0,0,0,0,1
E1701,45,3,10,198,25,5,1,1,0,0,0,0,1
E1702,44,10,3,58,65,7,1,0,0,0,0,1,0
E1703,41,1,4,128,6,50,1,1,1,0,0,0,0
E1704,46,5,2,142,23,10,1,0,0,0,1,0,0
E1705,32,5,9,165,64,56,1,0,0,0,1,0,0
E1706,52,7,10,112,87,11,0,1,0,1,0,0,0
E1707,53,4,7,207,43,8,1,0,0,0,0,0,1
E1708,60,3,7,239,23,1,1,1,0,1,0,0,0
E1709,54,1,6,68,96,7,1,0,0,0,0,1,0
E1710,20,8,3,40,30,57,1,1,0,0,0,1,0
E1711,40,3,6,187,77,10,1,1,0,0,0,0,0
E1712,25,2,8,208,18,59,0,0,0,0,0,1,0
E1713,47,4,8,220,87,52,1,0,0,0,0,0,0
E1714,36,3,9,144,79,35,0,1,1,0,0,0,0
E1715,24,1,1,190,97,9,0,0,0,1,0,0,0
E1716,50,3,1,132,21,20,1,0,1,0,0,0,0
E1717,24,2,3,173,57,19,0,1,0,0,0,1,0
E1718,57,8,3,90,23,47,1,1,1,0,0,0,0
E1719,22,6,10,28,91,7,1,0,1,0,0,0,0
E1720,42,9,8,96,45,35,1,1,1,0,0,0,0
E1721,56,8,10,237,44,28,0,1,0,0,0,1,0
E1722,56,10,1,194,82,41,1,1,0,0,0,0,1
E1723,29,3,2,31,88,11,1,0,1,0,0,0,0
E1724,29,5,2,3,47,13,1,0,0,0,0,0,0
E1725,38,7,3,136,40,47,1,1,0,0,0,1,0
E1726,36,5,6,24,51,53,1,0,1,0,0,0,0
E1727,40,8,1,15,42,49,0,1,0,0,0,0,1
E1728,33,5,2,171,7,20,1,0,0,0,0,1,0
E1729,28,1,1,159,50,21,0,1,0,0,1,0,0
E1730,20,5,5,201,48,20,0,1,0,0,0,0,1
E1731,64,4,7,231,84,43,1,0,0,0,0,0,0
E1732,32,6,8,45,91,49,0,1,1,0,0,0,0
E1733,23,3,10,194,6,29,1,0,0,0,1,0,0
E1734,20,5,1,8,91,38,1,0,0,0,1,0,0
E1735,59,2,7,71,9,19,1,1,0,0,0,1,0
E1736,51,6,5,108,57,23,1,1,0,0,1,0,0
E1737,53,6,10,115,31,22,1,0,0,0,0,0,0
E1738,47,5,1,103,21,6,0,1,0,0,0,0,0
E1739,50,6,3,234,90,8,1,1,0,1,0,0,0
E1740,27,7,7,125,40,0,1,1,0,0,0,0,0
E1741,58,5,10,57,45,25,1,1,0,0,0,0,1
E1742,45,1,1,208,77,37,0,1,0,0,1,0,0
E1743,53,8,7,227,49,37,1,0,0,0,0,0,0
E1744,22,4,5,30,87,53,0,0,0,0,0,1,0
E1745,31,9,1,202,20,43,1,1,0,1,0,0,0
E1746,20,10,1,230,92,21,0,1,0,0,1,0,0
E1747,63,6,1,146,17,43,0,1,0,1,0,0,0
E1748,24,1,9,114,28,9,1,0,0,0,1,0,0
E1749,49,3,3,197,41,54,1,1,0,0,0,1,0
E1750,49,3,5,117,66,57,1,0,0,1,0,0,0
E1751,36,10,10,221,25,5,1,0,1,0,0,0,0
E1752,42,4,9,167,58,16,0,0,0,0,0,0,1
E1753,34,6,6,60,41,50,1,1,0,0,0,0,1
E1754,56,7,9,98,6,49,0,0,0,0,1,0,0
E1755,40,10,8,171,75,37,0,1,1,0,0,0,0
E1756,33,4,8,126,38,23,1,0,0,1,0,0,0
E1757,21,6,1,173,6,50,1,1,1,0,0,0,0
E1758,30,1,9,151,45,9,1,0,1,0,0,0,0
E1759,58,8,6,197,75,55,0,1,0,1,0,0,0
E1760,57,7,9,94,14,7,1,0,0,0,0,1,0
E1761,53,9,3,134,66,20,1,1,1,0,0,0,0
E1762,57,3,3,184,40,55,0,1,1,0,0,0,0
E1763,53,2,6,122,3,5,0,1,0,0,0,1,0
E1764,37,1,9,238,99,20,1,1,1,0,0,0,0
E1765,49,3,7,108,97,56,1,0,1,0,0,0,0
E1766,34,5,3,4,24,38,1,0,1,0,0,0,0
E1767,46,2,3,93,19,23,1,1,0,0,0,0,1
E1768,53,3,2,151,18,32,1,0,0,0,0,0,0
E1769,57,4,9,6,64,58,1,1,0,0,0,1,0
E1770,52,7,3,32,88,17,1,1,1,0,0,0,0
E1771,43,3,5,106,35,55,1,0,0,0,0,0,1
E1772,34,9,9,146,62,27,1,1,0,0,0,1,0
E1773,49,8,8,15,1,56,0,1,0,0,1,0,0
E1774,61,4,2,168,100,51,0,0,0,0,1,0,0
E1775,36,1,3,122,25,31,1,1,1,0,0,0,0
E1776,24,1,2,96,45,11,1,1,0,0,0,0,1
E1777,48,1,8,201,49,47,1,1,0,0,0,0,1
E1778,23,1,6,229,98,41,1,1,0,0,0,1,0
E1779,29,8,6,202,89,26,0,0,0,0,0,1,0
E1780,36,3,9,212,16,9,1,0,0,0,0,0,1
E1781,29,6,8,6,98,45,0,0,0,0,0,1,0
E1782,36,3,4,112,93,56,0,1,0,0,0,0,1
E1783,39,5,4,120,19,51,1,1,0,0,0,0,0
E1784,43,7,9,123,23,41,0,0,0,0,0,0,1
E1785,24,2,1,191,83,31,1,1,0,0,1,0,0
E1786,53,6,2,67,25,41,1,1,0,0,0,1,0
E1787,25,6,2,106,16,25,1,1,0,0,0,0,1
E1788,21,3,6,139,54,24,1,1,0,0,0,0,1
E1789,32,6,4,43,73,10,1,0,0,0,0,1,0
E1790,62,10,10,145,1,22,0,0,0,0,0,0,0
E1791,62,10,3,96,42,33,0,0,0,0,0,0,0
E1792,30,5,3,132,19,56,1,1,0,0,0,1,0
E1793,42,2,3,191,97,51,1,0,0,1,0,0,0
E1794,35,9,6,196,34,39,1,0,0,0,0,1,0
E1795,50,8,8,81,80,22,1,1,0,0,0,1,0
E1796,30,3,7,41,55,28,0,1,0,0,0,0,0
E1797,35,8,4,211,18,30,1,0,0,0,0,0,0
E1798,27,9,4,133,34,6,1,0,0,0,0,1,0
E1799,23,3,10,160,89,39,1,0,0,0,0,1,0
E1800,59,3,2,214,45,32,0,0,0,0,0,1,0
E1801,23,2,1,198,6,20,1,1,0,0,0,0,0
E1802,44,8,9,35,21,1,1,0,0,0,0,1,0
E1803,22,10,2,22,70,17,1,0,0,0,0,1,0
E1804,51,1,8,193,96,46,1,1,1,0,0,0,0
E1805,22,8,9,212,48,32,0,0,0,1,0,0,0
E1806,46,7,4,150,39,36,1,1,0,0,1,0,0
E1807,48,7,8,112,31,33,1,1,0,1,0,0,0
E1808,51,3,9,11,10,19,1,1,1,0,0,0,0
E1809,38,1,10,205,30,34,1,0,0,0,1,0,0
E1810,40,4,10,234,18,50,1,0,0,0,0,1,0
E1811,24,9,5,3,60,49,1,1,1,0,0,0,0
E1812,37,5,7,137,88,53,0,0,0,0,0,1,0
E1813,47,1,10,60,73,17,0,0,0,0,0,0,0
E1814,61,5,4,76,95,45,1,1,0,0,0,0,1
E1815,41,8,1,87,15,23,1,1,1,0,0,0,0
E1816,40,8,3,14,4,7,1,0,0,0,0,0,0
E1817,25,5,5,225,63,29,1,1,1,0,0,0,0
E1818,20,9,3,18,40,43,1,0,1,0,0,0,0
E1819,24,1,7,113,9,52,0,0,0,0,0,0,0
E1820,60,4,9,233,9,9,1,0,0,0,1,0,0
E1821,31,3,6,73,26,22,1,0,0,1,0,0,0
E1822,45,2,10,23,4,51,1,1,0,0,0,1,0
E1823,53,8,1,202,81,48,0,1,1,0,0,0,0
E1824,33,7,7,83,16,10,0,1,0,0,0,1,0
E1825,45,9,3,125,15,1,1,1,0,0,0,0,1
E1826,64,2,5,175,99,57,1,0,0,0,0,0,0
E1827,46,4,10,69,52,25,1,0,0,0,0,1,0
E1828,28,6,4,47,69,35,0,1,0,0,0,0,0
E1829,45,3,10,116,5,32,0,0,0,0,0,1,0
E1830,41,8,5,215,20,46,1,0,0,1,0,0,0
E1831,49,3,5,30,79,12,0,0,0,1,0,0,0
E1832,62,2,6,25,18,39,0,1,0,1,0,0,0
E1833,36,3,10,156,2,24,1,1,0,1,0,0,0
E1834,45,6,10,226,93,3,0,1,0,1,0,0,0
E1835,55,2,6,237,13,41,0,0,0,1,0,0,0
E1836,20,8,8,112,4,18,1,1,0,0,0,0,0
E1837,27,1,8,239,42,17,0,1,1,0,0,0,0
E1838,54,7,9,25,74,36,1,1,0,0,0,1,0
E1839,34,2,8,74,61,29,1,1,0,1,0,0,0
E1840,41,10,2,206,95,18,0,1,0,0,0,0,0
E1841,33,6,10,234,8,57,1,1,0,0,0,0,0
E1842,45,2,1,238,67,22,1,0,0,0,0,0,0
E1843,47,2,10,58,63,58,0,0,1,0,0,0,0
E1844,42,10,2,94,9,53,1,1,0,0,0,1,0
E1845,33,8,2,119,94,15,1,1,1,0,0,0,0
E1846,43,2,3,127,11,0,1,0,0,0,1,0,0
E1847,21,7,10,169,99,11,0,0,0,0,0,0,0
E1848,64,3,7,25,42,23,1,1,0,0,1,0,0
E1849,45,8,2,78,13,33,0,1,0,0,0,0,1
E1850,33,7,1,99,36,52,1,1,0,1,0,0,0
E1851,26,8,6,116,13,56,1,1,0,1,0,0,0
E1852,22,7,9,48,12,7,1,0,1,0,0,0,0
E1853,42,6,3,226,37,17,1,1,0,0,0,1,0
E1854,62,7,6,10,74,56,1,1,0,0,1,0,0
E1855,64,5,3,99,73,47,1,1,0,0,0,1,0
E1856,37,7,1,203,52,4,1,1,1,0,0,0,0
E1857,57,1,5,11,71,25,1,0,0,1,0,0,0
E1858,54,1,10,85,2,29,1,0,0,0,0,1,0
E1859,34,9,4,149,56,53,1,0,0,0,0,1,0
E1860,44,5,7,214,60,12,0,1,0,1,0,0,0
E1861,56,5,6,173,23,18,0,1,0,0,1,0,0
E1862,47,3,10,135,40,28,1,0,0,1,0,0,0
E1863,29,5,7,209,64,2,0,1,0,0,0,1,0
E1864,58,3,5,192,85,25,0,1,0,0,1,0,0
E1865,36,9,4,126,23,39,0,0,0,0,1,0,0
E1866,58,9,7,64,29,58,1,0,0,1,0,0,0
E1867,41,6,7,2,78,57,1,0,0,0,0,1,0
E1868,45,1,6,76,90,57,1,0,1,0,0,0,0
E1869,63,7,8,121,51,11,1,1,0,0,0,1,0
E1870,44,7,4,42,69,1,1,1,0,0,0,0,0
E1871,36,10,10,210,95,10,0,0,0,0,0,0,1
E1872,32,10,5,54,89,43,1,1,1,0,0,0,0
E1873,39,4,4,75,31,27,0,0,0,0,1,0,0
E1874,44,8,1,16,50,17,1,0,1,0,0,0,0
E1875,23,6,8,18,20,12,0,1,0,0,1,0,0
E1876,29,4,1,227,55,36,1,0,0,0,1,0,0
E1877,22,4,5,187,81,21,1,1,1,0,0,0,0
E1878,60,2,6,90,2,11,1,1,0,0,1,0,0
E1879,64,2,6,144,25,1,1,1,0,0,1,0,0
E1880,37,4,5,6,13,36,1,1,0,0,0,0,0
E1881,55,5,3,185,92,6,1,0,0,0,0,1,0
E1882,41,8,5,108,70,25,1,1,0,0,0,1,0
E1883,53,6,8,235,67,25,1,0,0,0,0,0,1
E1884,27,4,2,175,58,23,1,0,0,0,0,0,1
E1885,59,7,6,239,99,11,0,0,0,0,0,0,0
E1886,63,8,9,48,82,15,0,0,0,0,0,0,1
E1887,38,2,8,42,75,22,1,1,1,0,0,0,0
E1888,61,7,8,76,84,39,0,1,0,1,0,0,0
E1889,60,2,8,188,64,59,1,0,0,1,0,0,0
E1890,56,2,7,77,69,8,1,0,0,1,0,0,0
E1891,25,8,8,132,83,31,0,1,0,0,0,0,0
E1892,45,2,6,231,86,14,1,0,0,0,0,0,0
E1893,53,9,2,130,59,36,1,1,0,0,1,0,0
E1894,64,1,2,218,60,12,0,0,0,1,0,0,0
E1895,25,9,8,59,83,4,1,1,1,0,0,0,0
E1896,56,1,1,155,62,10,0,0,0,0,0,0,1
E1897,52,10,6,27,16,9,1,0,1,0,0,0,0
E1898,41,10,6,79,88,51,1,1,0,0,0,0,1
E1899,40,2,4,72,68,12,1,0,0,1,0,0,0
E1900,25,6,10,7,15,40,1,0,0,1,0,0,0
E1901,25,6,3,191,89,52,1,1,0,1,0,0,0
E1902,23,1,3,111,55,45,1,0,0,0,0,0,0
E1903,49,7,1,119,35,49,0,1,0,0,0,0,1
E1904,30,8,3,174,55,14,1,1,0,0,0,0,0
E1905,49,2,4,63,14,41,0,0,0,0,0,0,0
E1906,50,8,5,232,49,55,1,0,0,0,0,1,0
E1907,43,9,3,124,83,6,1,0,1,0,0,0,0
E1908,28,6,6,12,100,39,1,0,1,0,0,0,0
E1909,22,5,5,141,7,27,0,0,0,0,1,0,0
E1910,50,9,3,43,30,31,1,0,0,0,0,0,0
E1911,59,9,6,17,83,34,1,0,0,0,0,0,1
E1912,56,1,6,63,49,14,0,1,0,0,0,1,0
E1913,55,3,8,209,89,47,1,0,0,0,0,1,0
E1914,43,9,2,120,16,35,0,1,1,0,0,0,0
E1915,50,2,1,36,51,20,1,0,0,0,0,0,0
E1916,25,4,4,213,72,5,1,0,0,0,1,0,0
E1917,21,4,7,8,82,0,1,1,0,0,0,0,0
E1918,39,2,10,69,92,3,0,0,0,1,0,0,0
E1919,47,3,3,90,80,10,1,0,0,0,0,0,0
